agent_id,sex,age,education_level,social_class,is_alive,name,role,family_id,home_zone,work_zone,wealth,income_per_day,satisfaction,goals,integrity,greed,ambition,family_loyalty,competence,empathy,initial_trust_score
1,M,30,5,middle,TRUE,Albert Santiago,teacher,Santiago,resB,school,351660.23,1109.89,41.62,Support student learning | Monitor construction complaints in resB | Share verified updates with neighbors for Cruz-Montemayor household,0.688,0.103,0.644,0.778,0.828,0.693,0.688
208,M,17,2,lower,TRUE,Daniel Mercado,student,Mercado,resC,school,44936.50,0.00,31.27,Finish school requirements | Monitor medicine availability in resC | Share verified updates with neighbors for Mercado household,0.643,0.449,0.361,0.582,0.538,0.570,0.298
209,M,34,3,lower,TRUE,Tony Cruz-Gonzales,construction_worker,Cruz-Gonzales,resC,construction_site,81979.91,850.45,34.60,Keep steady construction work | Monitor road repairs in resC | Share verified updates during commute routes for Cruz-Gonzales household,0.419,0.217,0.530,0.706,0.628,0.390,0.310
210,M,23,3,upper,TRUE,Vicente Cruz-Manalo,business_owner,Cruz-Manalo,resA,business_district,673285.49,11348.74,69.18,Protect business reputation | Monitor permit delays in resA | Share verified updates at community meetings for Cruz-Manalo household,0.606,0.212,0.673,0.551,0.656,0.531,0.440
211,F,31,3,lower,TRUE,Rhea Ramos,construction_worker,Ramos,resC,construction_site,87246.04,856.18,50.25,Keep steady construction work | Monitor school attendance in resC | Share verified updates through family chats for Ramos household,0.700,0.343,0.509,0.751,0.505,0.408,0.253
212,F,23,5,lower,TRUE,Daniela Cruz-Tolentino,skilled_tradesperson,Cruz-Tolentino,resC,field_service,116349.73,1427.06,53.06,Maintain client referrals | Monitor job leads in resC | Share verified updates at the market for Cruz-Tolentino household,0.556,0.161,0.345,0.375,0.732,0.406,0.509
213,F,34,3,lower,TRUE,Angelica Quinto,market_vendor,Quinto,resC,market,102892.96,1103.07,43.88,Protect stall income and customers | Monitor permit delays in resC | Share verified updates at community meetings for Quinto household,0.612,0.448,0.357,0.649,0.608,0.454,0.423
214,M,33,2,middle,TRUE,Jaime Salazar-Aguilar,market_vendor,Salazar-Aguilar,resB,market,225255.04,1135.67,42.62,Protect stall income and customers | Monitor health-center queues in resB | Share verified updates through family chats for Salazar-Aguilar household,0.464,0.197,0.459,0.185,0.678,0.178,0.171
215,F,17,2,lower,TRUE,Wilhelmina Laurel,student,Laurel,resC,school,51209.83,0.00,50.48,Finish school requirements | Monitor medicine availability in resC | Share verified updates with neighbors for Laurel household,0.598,0.147,0.528,0.576,0.250,0.519,0.399
216,F,44,5,middle,TRUE,Corazon Cruz-Reyes,local_journalist,Cruz-Reyes,resB,media_office,234670.27,2449.45,52.82,Verify and report local information | Monitor permit delays in resB | Share verified updates with neighbors for Cruz-Reyes household,0.373,0.330,0.502,0.558,0.865,0.456,0.234
217,M,64,4,lower,TRUE,Miguel Salazar-Austria,cso_organizer,Salazar-Austria,resC,community_office,80875.77,1662.42,32.05,Mobilize community support | Monitor medicine availability in resC | Share verified updates at the market for Salazar-Austria household,0.561,0.418,0.685,0.513,0.894,0.201,0.260
218,F,35,4,middle,TRUE,Daniela Cruz-Escueta,teacher,Cruz-Escueta,resB,school,290399.43,1557.63,65.57,Support student learning | Monitor service quality in resB | Share verified updates during barangay visits for Cruz-Escueta household,0.659,0.074,0.436,0.815,0.775,0.630,0.583
219,M,31,4,middle,TRUE,Xavier Salazar-Canete,clerk_office_worker,Salazar-Canete,resB,office,235340.36,1622.49,81.16,Keep office relationships stable | Monitor market prices in resB | Share verified updates at community meetings for Salazar-Canete household,0.411,0.465,0.302,0.452,0.836,0.682,0.274
220,M,38,5,middle,TRUE,Efren Salazar-Lim,teacher,Salazar-Lim,resB,school,411034.10,2053.61,73.04,Support student learning | Monitor health-center queues in resB | Share verified updates through family chats for Salazar-Lim household,0.594,0.242,0.453,0.636,0.806,0.634,0.266
221,M,62,3,upper,TRUE,Joshua Serrano,elder_retiree,Serrano,resA,residential_area,580802.23,1321.99,62.87,Protect household routines | Monitor budget gossip in resA | Share verified updates at the market for Serrano household,0.622,0.043,0.321,0.804,0.727,0.642,0.388
222,F,21,4,lower,TRUE,Remedios Bonifacio,student,Bonifacio,resC,school,52630.01,0.00,22.27,Finish school requirements | Monitor health-center queues in resC | Share verified updates at the market for Bonifacio household,0.498,0.020,0.325,0.539,0.843,0.066,0.231
223,F,18,2,lower,TRUE,Milagros Salazar-Ferrer,student,Salazar-Ferrer,resC,school,88496.89,0.00,44.07,Finish school requirements | Monitor family welfare in resC | Share verified updates at the market for Salazar-Ferrer household,0.444,0.223,0.579,0.542,0.348,0.462,0.087
224,M,23,4,lower,TRUE,Daniel Aguilar,student,Aguilar,resC,school,109995.76,0.00,28.62,Finish school requirements | Monitor transport rumors in resC | Share verified updates through coworkers for Aguilar household,0.255,0.240,0.524,0.683,0.674,0.514,0.163
225,M,20,3,middle,TRUE,Efren Beltran,student,Beltran,resB,school,149069.33,0.00,32.70,Finish school requirements | Monitor family welfare in resB | Share verified updates during barangay visits for Beltran household,0.468,0.225,0.479,0.415,0.616,0.556,0.225
226,F,18,2,middle,TRUE,Katrina Salazar-Valdez,student,Salazar-Valdez,resB,school,313019.06,0.00,53.53,Finish school requirements | Monitor road repairs in resB | Share verified updates during barangay visits for Salazar-Valdez household,0.425,0.264,0.443,0.473,0.482,0.324,0.168
227,F,40,4,middle,TRUE,Ligaya Salazar-Macaraeg,sari_sari_store_owner,Salazar-Macaraeg,resB,neighborhood_store,426871.50,1687.71,45.18,Keep neighborhood store stocked | Monitor family welfare in resB | Share verified updates with neighbors for Salazar-Macaraeg household,0.546,0.341,0.452,0.521,0.529,0.483,0.178
228,F,16,2,middle,TRUE,Rosa Cruz-Lim,student,Cruz-Lim,resB,school,112460.12,0.00,31.29,Finish school requirements | Monitor permit delays in resB | Share verified updates through family chats for Cruz-Lim household,0.453,0.191,0.743,0.537,0.480,0.430,0.165
229,M,15,2,middle,TRUE,Nathaniel Salazar-Espiritu,student,Salazar-Espiritu,resB,school,186515.58,0.00,50.26,Finish school requirements | Monitor service quality in resB | Share verified updates through family chats for Salazar-Espiritu household,0.515,0.323,0.682,0.328,0.511,0.342,0.192
230,M,36,4,middle,TRUE,Luis Chua,clerk_office_worker,Chua,resB,office,357393.74,990.23,41.31,Keep office relationships stable | Monitor construction complaints in resB | Share verified updates at the market for Chua household,0.550,0.378,0.623,0.381,0.577,0.284,0.315
231,F,43,5,upper,TRUE,Louise Cruz-Sy,lawyer,Cruz-Sy,resA,court_office,803434.83,8490.81,52.86,Protect due process and clients | Monitor school attendance in resA | Share verified updates during commute routes for Cruz-Sy household,0.600,0.333,0.469,0.725,0.980,0.358,0.438
232,M,38,3,lower,TRUE,Albert Salazar-Jacinto,construction_worker,Salazar-Jacinto,resC,construction_site,61728.30,718.88,53.26,Keep steady construction work | Monitor family welfare in resC | Share verified updates during barangay visits for Salazar-Jacinto household,0.279,0.397,0.509,0.212,0.552,0.347,0.077
233,M,70,4,upper,TRUE,Noel Cruz-Fajardo,barangay_kagawad,Cruz-Fajardo,resA,barangay_hall,616243.27,2057.63,40.10,Respond to resident concerns | Monitor transport rumors in resA | Share verified updates through coworkers for Cruz-Fajardo household,0.438,0.532,0.559,0.624,0.703,0.408,0.136
234,F,70,4,upper,TRUE,Melissa Cruz-Jacinto,elder_retiree,Cruz-Jacinto,resA,residential_area,486230.82,2456.50,49.44,Protect household routines | Monitor election promises in resA | Share verified updates with neighbors for Cruz-Jacinto household,0.318,0.229,0.606,0.684,0.756,0.416,0.208
235,M,41,5,middle,TRUE,Isidro Cabral,site_supervisor,Cabral,resB,construction_site,293639.25,1222.29,57.38,Keep work crews coordinated | Monitor barangay aid lists in resB | Share verified updates at the market for Cabral household,0.318,0.581,0.456,0.699,0.834,0.576,0.220
236,F,21,4,middle,TRUE,Imelda Cruz-David,clerk_office_worker,Cruz-David,resB,office,403796.26,819.09,55.57,Keep office relationships stable | Monitor job leads in resB | Share verified updates at community meetings for Cruz-David household,0.441,0.325,0.447,0.899,0.695,0.581,0.375
237,M,35,2,lower,TRUE,Daniel Cruz-Dimaculangan,factory_plant_worker,Cruz-Dimaculangan,resC,factory,116940.55,720.37,55.43,Maintain shift attendance | Monitor road repairs in resC | Share verified updates during commute routes for Cruz-Dimaculangan household,0.570,0.383,0.399,0.610,0.464,0.337,0.206
238,F,17,2,middle,TRUE,Abigail Cruz-Espiritu,student,Cruz-Espiritu,resB,school,347093.74,0.00,39.24,Finish school requirements | Monitor barangay aid lists in resB | Share verified updates at the market for Cruz-Espiritu household,0.342,0.267,0.489,0.541,0.656,0.418,0.275
239,M,24,2,lower,TRUE,Mario Salcedo,construction_worker,Salcedo,resC,construction_site,79451.75,913.05,42.03,Keep steady construction work | Monitor service quality in resC | Share verified updates at the market for Salcedo household,0.591,0.269,0.595,0.667,0.530,0.496,0.148
240,M,40,3,lower,TRUE,Antonio Cruz-Lim,barangay_secretary,Cruz-Lim,resC,barangay_hall,87581.25,1109.26,69.29,Keep barangay paperwork updated | Monitor road repairs in resC | Share verified updates with neighbors for Cruz-Lim household,0.539,0.231,0.367,0.755,0.594,0.532,0.368
241,F,21,4,middle,TRUE,Erika Salazar-Sy,student,Salazar-Sy,resB,school,374669.54,0.00,25.37,Finish school requirements | Monitor construction complaints in resB | Share verified updates during barangay visits for Salazar-Sy household,0.526,0.145,0.286,0.375,0.568,0.540,0.722
242,F,28,4,middle,TRUE,Hazel Cruz-Francisco,clerk_office_worker,Cruz-Francisco,resB,office,330644.39,1503.89,48.37,Keep office relationships stable | Monitor medicine availability in resB | Share verified updates during barangay visits for Cruz-Francisco household,0.615,0.275,0.511,0.485,0.734,0.526,0.279
243,M,31,4,upper,TRUE,Lorenzo Salazar-Bautista,disaster_officer,Salazar-Bautista,resA,disaster_risk_office,653856.95,2900.79,66.33,Prepare emergency response channels | Monitor service quality in resA | Share verified updates during commute routes for Salazar-Bautista household,0.755,0.630,0.628,0.565,0.897,0.643,0.456
244,M,32,3,lower,TRUE,Eduardo Cruz-Laurel,skilled_tradesperson,Cruz-Laurel,resC,field_service,189727.35,1197.11,43.23,Maintain client referrals | Monitor medicine availability in resC | Share verified updates at the market for Cruz-Laurel household,0.587,0.254,0.415,0.472,0.583,0.475,0.351
245,F,45,4,upper,TRUE,Josefa DelRosario,contractor_owner,DelRosario,resA,construction_office,1603680.81,5883.23,62.92,Win and complete project contracts | Monitor medicine availability in resA | Share verified updates at community meetings for DelRosario household,0.662,0.688,0.795,0.427,0.869,0.503,0.573
246,M,16,2,middle,TRUE,Warren Salazar-Tan,student,Salazar-Tan,resB,school,262942.82,0.00,38.71,Finish school requirements | Monitor health-center queues in resB | Share verified updates during commute routes for Salazar-Tan household,0.567,0.218,0.488,0.373,0.381,0.605,0.414
247,M,24,1,lower,TRUE,Mark Salazar-Villanueva,construction_worker,Salazar-Villanueva,resC,construction_site,155010.75,902.68,48.69,Keep steady construction work | Monitor safety reports in resC | Share verified updates during barangay visits for Salazar-Villanueva household,0.468,0.296,0.403,0.347,0.430,0.465,0.000
248,M,31,3,lower,TRUE,Martin Cruz-David,factory_plant_worker,Cruz-David,resC,factory,170713.00,900.98,56.85,Maintain shift attendance | Monitor permit delays in resC | Share verified updates during barangay visits for Cruz-David household,0.639,0.490,0.429,0.635,0.534,0.398,0.290
249,M,38,4,middle,TRUE,Rolando Salazar-Hernandez,social_welfare_officer,Salazar-Hernandez,resB,social_welfare_office,180590.05,1015.67,52.27,Assist vulnerable households | Monitor service quality in resB | Share verified updates through coworkers for Salazar-Hernandez household,0.558,0.472,0.522,0.555,0.703,0.558,0.234
250,M,24,2,middle,TRUE,Nico Cruz-Serrano,clerk_office_worker,Cruz-Serrano,resB,office,244997.05,1662.23,64.44,Keep office relationships stable | Monitor job leads in resB | Share verified updates during commute routes for Cruz-Serrano household,0.389,0.104,0.369,0.581,0.550,0.293,0.069
251,F,25,1,lower,TRUE,Daisy Cruz-Canete,factory_plant_worker,Cruz-Canete,resC,factory,165755.97,720.60,49.40,Maintain shift attendance | Monitor job leads in resC | Share verified updates through family chats for Cruz-Canete household,0.696,0.341,0.496,0.393,0.185,0.258,0.188
252,M,17,2,middle,TRUE,Dante Cruz-Santiago,student,Cruz-Santiago,resB,school,221573.92,0.00,53.99,Finish school requirements | Monitor school attendance in resB | Share verified updates through coworkers for Cruz-Santiago household,0.605,0.187,0.520,0.527,0.483,0.664,0.400
253,F,36,4,middle,TRUE,Ximena Cruz-Cojuangco,sari_sari_store_owner,Cruz-Cojuangco,resB,neighborhood_store,290437.81,1459.81,57.82,Keep neighborhood store stocked | Monitor road repairs in resB | Share verified updates through family chats for Cruz-Cojuangco household,0.617,0.600,0.436,0.357,0.706,0.387,0.247
254,F,48,4,middle,TRUE,Giselle Salazar-DeLeon,market_vendor,Salazar-DeLeon,resB,market,278306.70,1172.88,56.21,Protect stall income and customers | Monitor barangay aid lists in resB | Share verified updates during commute routes for Salazar-DeLeon household,0.459,0.241,0.445,0.417,0.724,0.284,0.423
255,F,17,2,lower,TRUE,Fely Cruz-Lopez,student,Cruz-Lopez,resC,school,100302.21,0.00,53.20,Finish school requirements | Monitor health-center queues in resC | Share verified updates at community meetings for Cruz-Lopez household,0.427,0.257,0.413,0.626,0.557,0.585,0.154
256,F,34,1,lower,TRUE,Louise Salazar-Santos,market_vendor,Salazar-Santos,resC,market,126842.51,949.42,47.87,Protect stall income and customers | Monitor construction complaints in resC | Share verified updates at the market for Salazar-Santos household,0.383,0.276,0.708,0.739,0.403,0.423,0.252
257,F,27,2,lower,TRUE,Zenaida Calderon,factory_plant_worker,Calderon,resC,factory,68028.49,929.41,38.99,Maintain shift attendance | Monitor market prices in resC | Share verified updates with neighbors for Calderon household,0.515,0.308,0.457,0.516,0.403,0.603,0.120
258,F,20,3,middle,TRUE,Ofelia Yap,student,Yap,resB,school,175316.85,0.00,54.36,Finish school requirements | Monitor service quality in resB | Share verified updates at community meetings for Yap household,0.178,0.335,0.541,0.511,0.616,0.611,0.119
259,M,50,4,upper,TRUE,Teodoro Salazar-Domingo,contractor_owner,Salazar-Domingo,resA,construction_office,2443115.26,9891.48,77.88,Win and complete project contracts | Monitor service quality in resA | Share verified updates through family chats for Salazar-Domingo household,0.223,0.520,0.645,0.548,0.856,0.460,0.262
260,F,69,1,upper,TRUE,Teresita Chua,elder_retiree,Chua,resA,residential_area,589078.89,1438.16,52.39,Protect household routines | Monitor barangay aid lists in resA | Share verified updates with neighbors for Chua household,0.546,0.157,0.306,0.980,0.354,0.555,0.224
261,M,22,4,lower,TRUE,Jerome Laurel,student,Laurel,resC,school,148143.70,0.00,48.74,Finish school requirements | Monitor job leads in resC | Share verified updates at the market for Laurel household,0.488,0.561,0.445,0.896,0.615,0.438,0.073
262,M,44,2,lower,TRUE,Angelo Cruz-Javier,construction_worker,Cruz-Javier,resC,construction_site,116569.56,864.69,52.25,Keep steady construction work | Monitor market prices in resC | Share verified updates at the market for Cruz-Javier household,0.557,0.516,0.553,0.461,0.513,0.548,0.115
263,F,33,4,middle,TRUE,Corazon Cruz-Magno,civil_servant_admin,Cruz-Magno,resB,municipal_hall,337121.85,1071.41,61.90,Keep public records accurate | Monitor barangay aid lists in resB | Share verified updates at the market for Cruz-Magno household,0.507,0.309,0.701,0.774,0.752,0.353,0.469
264,M,23,3,middle,TRUE,Xavier Gonzales,clerk_office_worker,Gonzales,resB,office,380572.89,1632.40,44.48,Keep office relationships stable | Monitor road repairs in resB | Share verified updates through family chats for Gonzales household,0.518,0.308,0.506,0.798,0.781,0.422,0.282
265,M,73,3,upper,TRUE,Rafael Salazar-Carpio,elder_retiree,Salazar-Carpio,resA,residential_area,675178.60,1741.18,45.64,Protect household routines | Monitor safety reports in resA | Share verified updates through school contacts for Salazar-Carpio household,0.594,0.237,0.535,0.556,0.566,0.410,0.303
266,M,37,3,lower,TRUE,Berto Salazar-Ramos,market_vendor,Salazar-Ramos,resC,market,124976.56,472.58,42.74,Protect stall income and customers | Monitor safety reports in resC | Share verified updates during barangay visits for Salazar-Ramos household,0.427,0.288,0.448,0.379,0.559,0.560,0.255
267,F,32,5,middle,TRUE,Anna Cruz-Austria,clerk_office_worker,Cruz-Austria,resB,office,246238.55,717.62,46.68,Keep office relationships stable | Monitor budget gossip in resB | Share verified updates at community meetings for Cruz-Austria household,0.488,0.405,0.328,0.582,0.848,0.448,0.487
268,F,36,4,middle,TRUE,Lita Cruz-Ocampo,clerk_office_worker,Cruz-Ocampo,resB,office,217011.68,1340.61,44.59,Keep office relationships stable | Monitor budget gossip in resB | Share verified updates with neighbors for Cruz-Ocampo household,0.949,0.182,0.489,0.714,0.711,0.162,0.515
269,M,44,3,lower,TRUE,Miguel Bernal,unemployed_jobseeker,Bernal,resC,residential_area,36212.32,75.65,43.53,Find stable short-term work | Monitor family welfare in resC | Share verified updates through school contacts for Bernal household,0.487,0.349,0.289,0.735,0.591,0.594,0.265
270,F,72,5,upper,TRUE,Rhea Flores,elder_retiree,Flores,resA,residential_area,738577.73,2625.26,79.40,Protect household routines | Monitor safety reports in resA | Share verified updates with neighbors for Flores household,0.542,0.055,0.431,0.624,0.967,0.323,0.318
271,F,17,2,middle,TRUE,Urduja Salazar-Villanueva,student,Salazar-Villanueva,resB,school,139661.96,0.00,35.28,Finish school requirements | Monitor job leads in resB | Share verified updates during commute routes for Salazar-Villanueva household,0.608,0.157,0.711,0.645,0.579,0.584,0.415
272,F,68,4,upper,TRUE,Maribel Cruz-Ilagan,elder_retiree,Cruz-Ilagan,resA,residential_area,421915.59,2073.26,48.15,Protect household routines | Monitor permit delays in resA | Share verified updates through coworkers for Cruz-Ilagan household,0.725,0.071,0.312,0.607,0.721,0.404,0.510
273,M,45,4,lower,TRUE,Vicente Salazar-Galang,skilled_tradesperson,Salazar-Galang,resC,field_service,133450.27,1149.24,60.65,Maintain client referrals | Monitor job leads in resC | Share verified updates at community meetings for Salazar-Galang household,0.499,0.190,0.410,0.500,0.576,0.175,0.382
274,F,21,4,middle,TRUE,Giselle Salazar-Manalo,student,Salazar-Manalo,resB,school,269079.38,0.00,34.54,Finish school requirements | Monitor budget gossip in resB | Share verified updates at the market for Salazar-Manalo household,0.482,0.092,0.487,0.554,0.748,0.561,0.577
275,F,74,5,upper,TRUE,Nicole Salazar-Legaspi,doctor,Salazar-Legaspi,resA,clinic,887368.87,9889.12,73.13,Keep patient care reliable | Monitor school attendance in resA | Share verified updates at community meetings for Salazar-Legaspi household,0.514,0.289,0.548,0.684,0.941,0.589,0.425
276,F,58,5,upper,TRUE,Nicole Santos,doctor,Santos,resA,clinic,1071222.79,6078.25,62.97,Keep patient care reliable | Monitor transport rumors in resA | Share verified updates through family chats for Santos household,0.643,0.302,0.461,0.534,0.953,0.618,0.189
277,F,55,4,middle,TRUE,Bianca Salazar-Ramos,home_caregiver,Salazar-Ramos,resB,residential_homes,283115.98,781.78,41.65,Support household care duties | Monitor school attendance in resB | Share verified updates through school contacts for Salazar-Ramos household,0.689,0.033,0.575,0.549,0.730,0.609,0.588
278,M,45,4,middle,TRUE,Zaldy Santiago,clerk_office_worker,Santiago,resB,office,232198.94,835.28,58.07,Keep office relationships stable | Monitor budget gossip in resB | Share verified updates at community meetings for Santiago household,0.646,0.417,0.466,0.401,0.637,0.457,0.379
279,M,39,5,upper,TRUE,Ricardo Salazar-Castro,lawyer,Salazar-Castro,resA,court_office,723649.68,8897.97,67.46,Protect due process and clients | Monitor transport rumors in resA | Share verified updates with neighbors for Salazar-Castro household,0.499,0.400,0.683,0.489,0.898,0.153,0.252
280,M,17,2,lower,TRUE,Lando Cruz-Lim,student,Cruz-Lim,resC,school,114861.62,0.00,33.28,Finish school requirements | Monitor market prices in resC | Share verified updates at community meetings for Cruz-Lim household,0.448,0.282,0.486,0.674,0.361,0.462,0.179
281,M,25,2,upper,TRUE,Ernesto Cruz-Cojuangco,market_stall_owner,Cruz-Cojuangco,resA,market,909454.99,3636.64,48.27,Keep market stall profitable | Monitor family welfare in resA | Share verified updates through family chats for Cruz-Cojuangco household,0.774,0.481,0.594,0.551,0.505,0.518,0.350
282,F,36,2,middle,TRUE,Vanessa Cruz-Go,factory_plant_worker,Cruz-Go,resB,factory,340760.23,1031.28,30.51,Maintain shift attendance | Monitor road repairs in resB | Share verified updates with neighbors for Cruz-Go household,0.862,0.058,0.528,0.233,0.491,0.574,0.505
283,F,17,2,middle,TRUE,Cely Rodriguez,student,Rodriguez,resB,school,266179.31,0.00,55.23,Finish school requirements | Monitor election promises in resB | Share verified updates with neighbors for Rodriguez household,0.385,0.201,0.441,0.618,0.528,0.363,0.192
284,M,64,4,upper,TRUE,Warren Pena,elder_retiree,Pena,resA,residential_area,477568.75,1248.77,78.63,Protect household routines | Monitor barangay aid lists in resA | Share verified updates with neighbors for Pena household,0.530,0.325,0.151,0.748,0.438,0.508,0.180
285,F,35,4,lower,TRUE,Carla Cruz-Francisco,construction_worker,Cruz-Francisco,resC,construction_site,95406.08,528.26,31.53,Keep steady construction work | Monitor health-center queues in resC | Share verified updates at the market for Cruz-Francisco household,0.694,0.378,0.474,0.545,0.739,0.688,0.518
286,F,34,5,middle,TRUE,Melissa Cruz-Gonzales,civil_servant_admin,Cruz-Gonzales,resB,municipal_hall,401906.38,1345.37,59.66,Keep public records accurate | Monitor construction complaints in resB | Share verified updates during commute routes for Cruz-Gonzales household,0.570,0.460,0.478,0.586,0.738,0.647,0.500
287,F,67,4,middle,TRUE,Carla Salazar-Co,barangay_kagawad,Salazar-Co,resB,barangay_hall,435477.27,1125.85,55.68,Respond to resident concerns | Monitor transport rumors in resB | Share verified updates through coworkers for Salazar-Co household,0.582,0.445,0.825,0.908,0.804,0.561,0.248
288,F,53,3,lower,TRUE,Rosa Salazar-Navarro,skilled_tradesperson,Salazar-Navarro,resC,field_service,190364.45,1027.13,38.72,Maintain client referrals | Monitor service quality in resC | Share verified updates through family chats for Salazar-Navarro household,0.824,0.545,0.347,0.356,0.617,0.529,0.462
289,F,20,3,middle,TRUE,Julia Salazar,student,Salazar,resB,school,214420.63,0.00,48.19,Finish school requirements | Monitor transport rumors in resB | Share verified updates at community meetings for Salazar household,0.518,0.481,0.445,0.520,0.425,0.648,0.318
290,F,74,3,lower,TRUE,Olivia Cruz-Magno,sari_sari_store_owner,Cruz-Magno,resC,neighborhood_store,158831.30,897.30,32.10,Keep neighborhood store stocked | Monitor safety reports in resC | Share verified updates at community meetings for Cruz-Magno household,0.443,0.494,0.566,0.491,0.584,0.636,0.275
291,M,17,2,middle,TRUE,Antonio Baltazar,student,Baltazar,resB,school,292897.45,0.00,35.89,Finish school requirements | Monitor medicine availability in resB | Share verified updates at community meetings for Baltazar household,0.501,0.285,0.450,0.231,0.490,0.349,0.302
292,M,49,3,lower,TRUE,Ramon Mercado,skilled_tradesperson,Mercado,resC,field_service,116842.41,1409.37,59.09,Maintain client referrals | Monitor service quality in resC | Share verified updates through coworkers for Mercado household,0.527,0.314,0.484,0.416,0.636,0.573,0.373
293,M,30,4,middle,TRUE,Isidro Gonzales,coa_auditor,Gonzales,resB,audit_office,384748.60,2211.33,65.75,Check spending compliance | Monitor health-center queues in resB | Share verified updates at the market for Gonzales household,0.495,0.364,0.513,0.611,0.844,0.510,0.317
294,M,31,2,lower,TRUE,Jerome Cruz-Navarro,skilled_tradesperson,Cruz-Navarro,resC,field_service,179098.83,946.81,46.24,Maintain client referrals | Monitor transport rumors in resC | Share verified updates with neighbors for Cruz-Navarro household,0.617,0.359,0.501,0.509,0.570,0.439,0.297
295,M,28,2,lower,TRUE,Willy Cruz-Dizon,unemployed_jobseeker,Cruz-Dizon,resC,residential_area,125125.52,31.07,28.18,Find stable short-term work | Monitor job leads in resC | Share verified updates during commute routes for Cruz-Dizon household,0.322,0.453,0.487,0.455,0.428,0.482,0.000
296,F,25,2,lower,TRUE,Fely Salazar-Villanueva,factory_plant_worker,Salazar-Villanueva,resC,factory,155443.49,863.22,30.07,Maintain shift attendance | Monitor construction complaints in resC | Share verified updates during commute routes for Salazar-Villanueva household,0.526,0.323,0.600,0.651,0.617,0.718,0.262
297,M,65,5,lower,TRUE,Bernardo Salazar-Macaraeg,elder_retiree,Salazar-Macaraeg,resC,residential_area,183719.90,655.72,64.47,Protect household routines | Monitor construction complaints in resC | Share verified updates through family chats for Salazar-Macaraeg household,0.860,0.020,0.571,0.531,0.868,0.787,0.728
298,M,56,4,lower,TRUE,Noel Cruz-Canete,cso_organizer,Cruz-Canete,resC,community_office,53839.88,936.12,49.28,Mobilize community support | Monitor market prices in resC | Share verified updates through family chats for Cruz-Canete household,0.505,0.141,0.662,0.498,0.980,0.279,0.435
299,M,40,2,lower,TRUE,Willy Santos,construction_worker,Santos,resC,construction_site,75822.66,494.28,50.29,Keep steady construction work | Monitor budget gossip in resC | Share verified updates at the market for Santos household,0.639,0.403,0.276,0.250,0.493,0.474,0.295
300,F,24,4,upper,TRUE,Francesca Cruz-Santiago,business_permit_officer,Cruz-Santiago,resA,municipal_hall,774094.87,1806.18,62.28,Process permits fairly | Monitor transport rumors in resA | Share verified updates through coworkers for Cruz-Santiago household,0.762,0.381,0.501,0.362,0.655,0.393,0.332
301,M,56,2,lower,TRUE,Mario Chua,factory_plant_worker,Chua,resC,factory,210724.71,652.12,48.48,Maintain shift attendance | Monitor service quality in resC | Share verified updates with neighbors for Chua household,0.712,0.360,0.489,0.446,0.573,0.375,0.281
302,M,20,3,middle,TRUE,Carlos Salazar-Hernandez,student,Salazar-Hernandez,resB,school,314579.92,0.00,54.61,Finish school requirements | Monitor budget gossip in resB | Share verified updates at the market for Salazar-Hernandez household,0.470,0.256,0.643,0.443,0.527,0.325,0.234
303,F,51,2,middle,TRUE,Anna Cruz-Montemayor,home_caregiver,Cruz-Montemayor,resB,residential_homes,174880.22,812.27,23.99,Support household care duties | Monitor safety reports in resB | Share verified updates through family chats for Cruz-Montemayor household,0.590,0.290,0.334,0.224,0.484,0.599,0.250
304,M,34,3,middle,TRUE,Tomas Salazar-Cabral,market_vendor,Salazar-Cabral,resB,market,244519.03,1458.78,38.45,Protect stall income and customers | Monitor budget gossip in resB | Share verified updates during barangay visits for Salazar-Cabral household,0.519,0.364,0.426,0.573,0.546,0.432,0.113
305,F,40,5,middle,TRUE,Rosa Cruz-Santiago,civil_servant_admin,Cruz-Santiago,resB,municipal_hall,334513.54,2349.03,57.65,Keep public records accurate | Monitor budget gossip in resB | Share verified updates at the market for Cruz-Santiago household,0.670,0.505,0.516,0.567,0.889,0.252,0.450
306,M,23,4,lower,TRUE,Pablo Cruz-Luna,student,Cruz-Luna,resC,school,133838.39,0.00,39.58,Finish school requirements | Monitor service quality in resC | Share verified updates through school contacts for Cruz-Luna household,0.418,0.260,0.463,0.512,0.607,0.244,0.161
307,M,41,3,lower,TRUE,Renato David,construction_worker,David,resC,construction_site,138831.46,576.90,50.49,Keep steady construction work | Monitor service quality in resC | Share verified updates through coworkers for David household,0.440,0.230,0.534,0.592,0.581,0.330,0.376
308,M,18,2,middle,TRUE,Eduardo Salazar-Santiago,student,Salazar-Santiago,resB,school,241879.93,0.00,55.84,Finish school requirements | Monitor safety reports in resB | Share verified updates during commute routes for Salazar-Santiago household,0.360,0.047,0.399,0.621,0.685,0.364,0.242
309,F,35,2,lower,TRUE,Maria Villanueva,market_vendor,Villanueva,resC,market,66366.69,963.42,22.30,Protect stall income and customers | Monitor job leads in resC | Share verified updates through coworkers for Villanueva household,0.492,0.299,0.603,0.592,0.546,0.349,0.298
310,F,16,2,middle,TRUE,Ligaya Salazar-Panganiban,student,Salazar-Panganiban,resB,school,286569.53,0.00,33.85,Finish school requirements | Monitor job leads in resB | Share verified updates at community meetings for Salazar-Panganiban household,0.532,0.264,0.370,0.534,0.478,0.600,0.487
