agent_id,sex,age,education_level,social_class,is_alive,name,role,family_id,home_zone,work_zone,wealth,income_per_day,satisfaction,goals,integrity,greed,ambition,family_loyalty,competence,empathy,initial_trust_score
1,M,36,4,upper,TRUE,Alfredo Ocampo,mayor,,resA,munhall,889459,2608.78,41.04,Win re-election | Build road to farm area | Increase family wealth | Fund school renovation,0.478,0.474,0.733,0.605,0.631,0.275,-0.034
2,M,52,5,upper,TRUE,Juan Navarro,vice_mayor,Aquino,resA,munhall,629373.01,2248.69,43.58,Audit infrastructure contracts | Run for mayor | Build political base,0.637,0.697,0.506,0.484,0.68,0.282,0.845
1265,M,51,3,lower,TRUE,Ernesto Castro,informal_worker,,resC,market,6715.75,120.66,55.49,Increase household income | Protect family welfare | Improve social standing,0.31,0.754,0.444,0.413,0.509,0.641,0.11
1266,F,20,2,lower,TRUE,Violeta Dela Cruz,informal_worker,,resC,market,10426.45,157.96,47.93,Increase household income | Protect family welfare | Improve social standing,0.643,0.501,0.272,0.538,0.723,0.376,0.028
1267,M,42,1,lower,TRUE,Tony Reyes,informal_worker,,resC,market,14938.36,174.38,68.24,Increase household income | Protect family welfare | Improve social standing,0.659,0.396,0.326,0.546,0.365,0.663,0.149
1268,M,63,1,lower,TRUE,Efren Mabini,informal_worker,,resC,market,11334.44,351.58,63.72,Increase household income | Protect family welfare | Improve social standing,0.413,0.505,0.675,0.627,0.902,0.425,0.09
1269,M,31,1,lower,TRUE,Eduardo Flores,informal_worker,,resC,market,8358.65,223.06,55.49,Increase household income | Protect family welfare | Improve social standing,0.557,0.296,0.725,0.382,0.387,0.525,-0.021
1270,M,63,3,lower,TRUE,Gregorio Castro,informal_worker,,resC,market,12764.8,199.01,74.66,Increase household income | Protect family welfare | Improve social standing,0.822,0.401,0.287,0.489,0.503,0.425,0.157
1271,F,33,1,lower,TRUE,Teresita Mercado,informal_worker,,resC,market,8488.55,249.31,41.73,Increase household income | Protect family welfare | Improve social standing,0.486,0.361,0.589,0.534,0.861,0.246,0.017
1272,M,59,3,lower,TRUE,Quirino Flores,informal_worker,,resC,market,8945.51,162.2,59.56,Increase household income | Protect family welfare | Improve social standing,0.642,0.551,0.532,0.384,0.508,0.535,-0.009
1273,F,60,2,lower,TRUE,Urduja Lopez,informal_worker,,resC,market,10954.14,113.47,48.02,Increase household income | Protect family welfare | Improve social standing,0.72,0.519,0.528,0.645,0.458,0.58,0.148
1274,F,22,1,lower,TRUE,Felicitas Jacinto,informal_worker,,resC,market,11927.65,274.83,42.36,Increase household income | Protect family welfare | Improve social standing,0.453,0.611,0.359,0.521,0.499,0.608,-0.074
1275,F,29,1,lower,TRUE,Maribel Reyes,informal_worker,,resC,market,8270.81,177.31,51.24,Increase household income | Protect family welfare | Improve social standing,0.413,0.633,0.847,0.537,0.701,0.68,0.064
1276,M,37,1,lower,TRUE,Hernando Macaraeg,informal_worker,,resC,market,12353.79,147.86,44.76,Increase household income | Protect family welfare | Improve social standing,0.511,0.473,0.701,0.858,0.471,0.5,0.098
1277,M,28,2,lower,TRUE,Efren Magno,informal_worker,,resC,market,9217.77,204.66,73.42,Increase household income | Protect family welfare | Improve social standing,0.509,0.738,0.673,0.384,0.311,0.595,0.042
1278,F,59,3,lower,TRUE,Wilhelmina Co,informal_worker,,resC,market,10306.1,133.64,51.87,Increase household income | Protect family welfare | Improve social standing,0.531,0.766,0.596,0.491,0.362,0.607,0.073
1279,F,39,2,lower,TRUE,Gloria Cruz,informal_worker,,resC,market,9291.19,162.15,61.09,Increase household income | Protect family welfare | Improve social standing,0.517,0.713,0.555,0.704,0.2,0.405,0.089
1280,F,49,2,lower,TRUE,Milagros Dizon,informal_worker,,resC,market,11461.64,208.63,42.42,Increase household income | Protect family welfare | Improve social standing,0.715,0.436,0.547,0.292,0.532,0.62,0.153
1281,F,49,2,lower,TRUE,Ofelia Macaraeg,informal_worker,,resC,market,6615.41,236.74,53.85,Increase household income | Protect family welfare | Improve social standing,0.347,0.436,0.651,0.419,0.498,0.543,-0.007
1282,F,20,1,lower,TRUE,Wilhelmina Aguilar,informal_worker,,resC,market,12444.7,159.82,74.67,Increase household income | Protect family welfare | Improve social standing,0.345,0.553,0.37,0.832,0.412,0.599,-0.023
1283,M,58,3,lower,TRUE,Salvador Gonzales,informal_worker,,resC,market,6188.81,166.99,73.7,Increase household income | Protect family welfare | Improve social standing,0.36,0.685,0.459,0.508,0.472,0.143,0.032
1284,F,44,3,lower,TRUE,Herminia Guevarra,informal_worker,,resC,market,12870.39,202.87,43.85,Increase household income | Protect family welfare | Improve social standing,0.367,0.438,0.479,0.543,0.384,0.672,0.059
1285,F,44,3,lower,TRUE,Ximena Aguilar,informal_worker,,resC,market,6372.82,171.49,51.74,Increase household income | Protect family welfare | Improve social standing,0.364,0.922,0.625,0.335,0.681,0.445,0.018
1286,M,43,3,lower,TRUE,Ernesto Tolentino,informal_worker,,resC,market,9183.37,243.31,42.55,Increase household income | Protect family welfare | Improve social standing,0.46,0.628,0.476,0.822,0.72,0.435,0.169
1287,M,51,3,lower,TRUE,Bernardo Villanueva,informal_worker,,resC,market,9141.84,276.58,49.44,Increase household income | Protect family welfare | Improve social standing,0.507,0.705,0.681,0.188,0.49,0.747,0.023
1288,F,24,1,lower,TRUE,Esperanza Bautista,informal_worker,,resC,market,18218.23,129.09,63.42,Increase household income | Protect family welfare | Improve social standing,0.528,0.537,0.426,0.638,0.365,0.445,0.06
1289,F,30,2,lower,TRUE,Wilhelmina Ong,informal_worker,,resC,market,13248.99,121.87,56.76,Increase household income | Protect family welfare | Improve social standing,1,0.393,0.51,0.337,0.586,0.585,-0.01
1290,M,27,3,lower,TRUE,Jaime Macaraeg,informal_worker,,resC,market,8760.07,273.53,69.69,Increase household income | Protect family welfare | Improve social standing,0.36,0.73,0.676,0.692,0.521,0.555,0.014
1291,F,51,3,lower,TRUE,Violeta Aquino,informal_worker,,resC,market,11705.86,314.84,51.67,Increase household income | Protect family welfare | Improve social standing,0.533,0.512,0.744,0.316,0.704,0.712,0.018
1292,M,34,3,lower,TRUE,Tomas Ferrer,informal_worker,,resC,market,11195.8,195.57,60.08,Increase household income | Protect family welfare | Improve social standing,0.434,0.619,0.426,0.348,0.856,0.555,-0.034
1293,M,30,2,lower,TRUE,Fernando Mabini,informal_worker,,resC,market,7211.45,184.92,70.98,Increase household income | Protect family welfare | Improve social standing,0.465,0.611,0.431,0.631,0.592,0.604,-0.011
1294,F,50,3,lower,TRUE,Violeta Mercado,informal_worker,,resC,market,10374.48,227.66,50.54,Increase household income | Protect family welfare | Improve social standing,0.498,0.461,0.501,0.629,0.469,0.664,0.099
1295,M,27,3,lower,TRUE,Berto Luna,informal_worker,,resC,market,13108.31,153.13,49.82,Increase household income | Protect family welfare | Improve social standing,0.519,0.466,0.616,0.067,0.362,0.358,0.126
1296,F,21,1,lower,TRUE,Esperanza Ferrer,informal_worker,,resC,market,8148.69,309.04,42.05,Increase household income | Protect family welfare | Improve social standing,0.41,0.352,0.542,0.465,0.46,1,-0.031
1297,M,57,1,lower,TRUE,Pedro Gonzales,informal_worker,,resC,market,10123.7,98.84,46.96,Increase household income | Protect family welfare | Improve social standing,0.406,0.423,0.427,0.56,0.502,0.307,-0.06
1298,M,60,2,lower,TRUE,Zaldy Ong,informal_worker,,resC,market,11969.86,205.47,54.29,Increase household income | Protect family welfare | Improve social standing,0.634,0.514,0.436,0.468,0.506,0.57,0.032
1299,F,59,2,lower,TRUE,Herminia Garcia,informal_worker,,resC,market,10014.82,147.79,71.45,Increase household income | Protect family welfare | Improve social standing,0.52,0.491,0.551,0.435,0.296,0.578,-0.083
1300,M,20,1,lower,TRUE,Alfredo Dizon,informal_worker,,resC,market,7810.82,203.41,47.59,Increase household income | Protect family welfare | Improve social standing,0.786,0.653,0.707,0.369,0.391,0.51,0.115
1301,M,36,1,lower,TRUE,Tomas Garcia,informal_worker,,resC,market,13283.98,206.79,45.71,Increase household income | Protect family welfare | Improve social standing,0.149,0.594,0.584,0.24,0.598,0.23,-0.051
1302,F,38,2,lower,TRUE,Wilhelmina Bautista,informal_worker,,resC,market,9035.04,49.91,69.11,Increase household income | Protect family welfare | Improve social standing,0.214,0.615,0.258,0.646,0.399,0.39,0.043
1303,F,58,1,lower,TRUE,Remedios Domingo,informal_worker,,resC,market,8624.52,166.82,70.53,Increase household income | Protect family welfare | Improve social standing,0.296,0.303,0.588,0.463,0.487,0.698,0.032
1304,F,50,3,lower,TRUE,Dolores Aguilar,informal_worker,,resC,market,8877.64,145.23,66.54,Increase household income | Protect family welfare | Improve social standing,0.538,0.461,0.613,0.668,0.565,0.362,-0.015
1305,M,33,3,lower,TRUE,Salvador Gregorio,informal_worker,,resC,market,10870.72,218.54,41.65,Increase household income | Protect family welfare | Improve social standing,0.29,0.519,0.255,0.577,0.585,0.594,0.059
1306,M,58,1,lower,TRUE,Ernesto Flores,informal_worker,,resC,market,15271.39,252.83,70.2,Increase household income | Protect family welfare | Improve social standing,0.243,0.411,0.498,0.452,0.854,0.344,0.045
1307,M,27,2,lower,TRUE,Ulysses Hernandez,informal_worker,,resC,market,9406.28,72.51,43.83,Increase household income | Protect family welfare | Improve social standing,0.38,0.66,0.416,0.422,0.376,0.71,-0.069
1308,F,55,3,lower,TRUE,Urduja Aquino,informal_worker,,resC,market,11416.38,224.34,63.77,Increase household income | Protect family welfare | Improve social standing,0.5,0.692,0.513,0.528,0.553,0.483,0.106
1309,F,50,3,lower,TRUE,Remedios Reyes,informal_worker,,resC,market,9105.99,262.38,71.67,Increase household income | Protect family welfare | Improve social standing,0.707,0.366,0.687,0.502,0.638,0.936,-0.094
1310,M,61,2,lower,TRUE,Efren Hernandez,informal_worker,,resC,market,7221.64,197.38,61.42,Increase household income | Protect family welfare | Improve social standing,0.496,0.53,0.65,0.757,0.39,0.454,0.162
1311,F,48,2,lower,TRUE,Esperanza Villanueva,informal_worker,,resC,market,7860.84,169.84,48.16,Increase household income | Protect family welfare | Improve social standing,0.269,0.272,0.33,0.628,0.592,0.902,-0.045
1312,M,27,3,lower,TRUE,Oscar Ramos,informal_worker,,resC,market,12569.96,263.55,40.97,Increase household income | Protect family welfare | Improve social standing,0.665,0.398,0.561,0.507,0.349,0.661,0.011
1313,F,33,2,lower,TRUE,Dolores Luna,informal_worker,,resC,market,7914.93,291.98,64.54,Increase household income | Protect family welfare | Improve social standing,0.807,0.648,0.746,0.428,0.517,0.634,0.021
1314,F,24,1,lower,TRUE,Herminia Bautista,informal_worker,,resC,market,8059.3,237.86,49.07,Increase household income | Protect family welfare | Improve social standing,0.264,0.653,0.462,0.282,0.542,0.537,0.054
1315,M,27,1,lower,TRUE,Gregorio Lopez,informal_worker,,resC,market,10943.32,316.51,42.25,Increase household income | Protect family welfare | Improve social standing,0.531,0.684,0.527,0.464,0.238,0.419,0.093
1316,F,18,1,lower,TRUE,Teresita Padilla,informal_worker,,resC,market,12566.98,145.14,58.75,Increase household income | Protect family welfare | Improve social standing,0.413,0.59,0.338,0.235,0.455,0.369,0.197
1317,F,46,3,lower,TRUE,Cristina Magno,informal_worker,,resC,market,10068.22,197.75,67.81,Increase household income | Protect family welfare | Improve social standing,0.411,0.669,0.62,0.546,0.473,0.625,-0.047
1318,F,64,1,lower,TRUE,Herminia Dizon,informal_worker,,resC,market,12854.44,179.74,50.88,Increase household income | Protect family welfare | Improve social standing,0.504,0.63,0.386,0.717,0.384,0.649,0.124
1319,M,57,2,lower,TRUE,Alfredo Mendoza,informal_worker,,resC,market,10194.35,210.45,64.16,Increase household income | Protect family welfare | Improve social standing,0.46,0.439,0.719,0.768,0.534,0.462,-0.086
1320,F,27,2,lower,TRUE,Milagros Macaraeg,informal_worker,,resC,market,13887.12,108.25,43.15,Increase household income | Protect family welfare | Improve social standing,0.521,0.43,0.462,0.149,0.669,0.453,0.159
1321,M,63,1,lower,TRUE,Carlos Reyes,informal_worker,,resC,market,15731.66,242.92,54.78,Increase household income | Protect family welfare | Improve social standing,0.475,0.437,0.623,0.697,0.645,0.672,-0.094
1322,F,33,3,lower,TRUE,Josefa Ferrer,informal_worker,,resC,market,12173.7,230.09,41.62,Increase household income | Protect family welfare | Improve social standing,0.443,0.581,0.572,0.615,0.407,0.524,0.143
1323,F,43,3,lower,TRUE,Ximena Villanueva,informal_worker,,resC,market,12482.52,291.56,66.86,Increase household income | Protect family welfare | Improve social standing,0.412,0.16,0.416,0.471,0.262,0.685,-0.081
1324,M,31,2,lower,TRUE,Willy Dela Cruz,informal_worker,,resC,market,14767.45,120.65,57.56,Increase household income | Protect family welfare | Improve social standing,0.611,0.274,0.771,0.38,0.584,0.722,0.168
1325,F,24,1,lower,TRUE,Lita Aquino,informal_worker,,resC,market,10210.92,162.78,55.92,Increase household income | Protect family welfare | Improve social standing,0.287,0.492,0.787,0.242,0.713,0.42,-0.026
1326,M,47,3,lower,TRUE,Ernesto Lopez,informal_worker,,resC,market,7286.75,96.69,65.59,Increase household income | Protect family welfare | Improve social standing,0.6,0.647,0.678,0.768,0.482,0.466,-0.033
1327,F,55,1,lower,TRUE,Maria Rizal,informal_worker,,resC,market,12771.68,157.36,43.32,Increase household income | Protect family welfare | Improve social standing,0.369,0.476,0.726,0.407,0.453,0.404,-0.087
1328,F,50,3,lower,TRUE,Teresita Co,informal_worker,,resC,market,7563.38,153.56,55.56,Increase household income | Protect family welfare | Improve social standing,0.65,0.389,0.676,0.629,0.474,0.806,0.023
1329,M,62,2,lower,TRUE,Ulysses Ong,informal_worker,,resC,market,9000.31,168.17,63.64,Increase household income | Protect family welfare | Improve social standing,0.654,0.471,0.63,0.328,0.378,0.518,0.197
1330,M,39,2,lower,TRUE,Jaime Espiritu,informal_worker,,resC,market,10783.64,171.25,55.69,Increase household income | Protect family welfare | Improve social standing,0.407,0.237,0.251,0.446,0.393,0.46,-0.008
1331,M,57,2,lower,TRUE,Xavier Tolentino,informal_worker,,resC,market,6394.7,160.75,55.58,Increase household income | Protect family welfare | Improve social standing,0.477,0.659,0.333,0.307,0.477,0.238,0.088
1332,F,34,3,lower,TRUE,Socorro Jacinto,informal_worker,,resC,market,15233.55,202.53,56,Increase household income | Protect family welfare | Improve social standing,0.627,0.491,0.518,0.305,0.475,0.569,0.106
1333,F,47,3,lower,TRUE,Remedios Mendoza,informal_worker,,resC,market,11865,89.89,43.94,Increase household income | Protect family welfare | Improve social standing,0.356,0.368,0.451,0.533,0.23,0.535,0.039
1334,M,60,3,lower,TRUE,Joselito Pascual,informal_worker,,resC,market,7697.34,190.1,51.06,Increase household income | Protect family welfare | Improve social standing,0.341,0.618,0.526,0.433,0.31,0.727,0.138
1335,M,19,3,lower,TRUE,Gregorio Soriano,informal_worker,,resC,market,12126.03,251.1,53.88,Increase household income | Protect family welfare | Improve social standing,0.595,0.406,0.636,0.751,0.589,0.542,-0.013
1336,F,37,3,lower,TRUE,Daisy Ferrer,informal_worker,,resC,market,8254.7,182.73,63.3,Increase household income | Protect family welfare | Improve social standing,0.388,0.475,0.245,0.468,0.807,0.551,-0.088
1337,F,41,1,lower,TRUE,Nena Reyes,informal_worker,,resC,market,5023.9,341.35,48.28,Increase household income | Protect family welfare | Improve social standing,0.517,0.701,0.22,0.547,0.497,0.479,-0.055
1338,F,42,2,lower,TRUE,Fely Ferrer,informal_worker,,resC,market,12756.19,140.88,62.58,Increase household income | Protect family welfare | Improve social standing,0.552,0.72,0.453,0.251,0.335,0.665,-0.095
1339,M,59,1,lower,TRUE,Renato Magno,informal_worker,,resC,market,9102.45,262.98,41.81,Increase household income | Protect family welfare | Improve social standing,0.487,0.693,0.69,0.13,0.337,0.275,0.128
1340,F,37,2,lower,TRUE,Corazon Espiritu,informal_worker,,resC,market,6816.71,265.81,41.67,Increase household income | Protect family welfare | Improve social standing,0.662,0.762,0.512,0.464,0.431,0.476,-0.019
1341,M,42,1,lower,TRUE,Dante Ramos,informal_worker,,resC,market,15001.78,152.25,53.1,Increase household income | Protect family welfare | Improve social standing,0.463,0.475,0.279,0.522,0.684,0.496,-0.01
1342,M,39,1,lower,TRUE,Isidro Rizal,informal_worker,,resC,market,10217.48,161.96,69.93,Increase household income | Protect family welfare | Improve social standing,0.439,0.623,0.251,0.325,0.727,0.814,-0.063
1343,M,56,2,lower,TRUE,Quirino Villanueva,informal_worker,,resC,market,9182.32,246.73,67.49,Increase household income | Protect family welfare | Improve social standing,0.425,0.4,0.531,0.388,0.386,0.852,0.012
1344,M,62,3,lower,TRUE,Carlos Reyes,informal_worker,,resC,market,12424.61,190.58,65.5,Increase household income | Protect family welfare | Improve social standing,0.73,0.659,0.512,0.606,0.782,0.561,-0.035
1345,F,49,1,lower,TRUE,Ximena Soriano,informal_worker,,resC,market,9304.44,133.6,72.31,Increase household income | Protect family welfare | Improve social standing,0.492,0.35,0.302,0.195,0.551,0.526,0.092
1346,F,26,3,lower,TRUE,Pacita Bautista,informal_worker,,resC,market,8268.18,187.74,60.46,Increase household income | Protect family welfare | Improve social standing,0.316,0.458,0.503,0.638,0.403,0.753,-0.008
1347,F,56,1,lower,TRUE,Ligaya Valdez,informal_worker,,resC,market,9494.58,216.85,69.81,Increase household income | Protect family welfare | Improve social standing,0.157,0.73,0.433,0.627,0.548,0.578,-0.086
1348,F,25,2,lower,TRUE,Teresita Co,informal_worker,,resC,market,8202.73,316.68,65.61,Increase household income | Protect family welfare | Improve social standing,0.386,0.534,0.518,0.642,0.557,0.802,0.156
1349,M,32,1,lower,TRUE,Rodel Padilla,informal_worker,,resC,market,9346.09,190.11,48.1,Increase household income | Protect family welfare | Improve social standing,0.296,0.387,0.665,0.479,0.482,0.84,0.053
1350,F,50,3,lower,TRUE,Florencia Ferrer,informal_worker,,resC,market,17332.62,117.5,54.95,Increase household income | Protect family welfare | Improve social standing,0.513,0.561,0.553,0.277,0.514,0.765,-0.089
1351,F,62,2,lower,TRUE,Wilhelmina Tan,informal_worker,,resC,market,7601.88,220.83,42.19,Increase household income | Protect family welfare | Improve social standing,0.743,0.611,0.331,0.521,0.781,0.567,-0.046
1352,F,30,2,lower,TRUE,Milagros Manalo,informal_worker,,resC,market,13417.13,222.21,70.22,Increase household income | Protect family welfare | Improve social standing,0.551,0.41,0.45,0.595,0.6,0.307,0.007
1353,F,26,3,lower,TRUE,Felicitas Hernandez,informal_worker,,resC,market,9064.84,188.32,50.86,Increase household income | Protect family welfare | Improve social standing,0.256,0.505,0.363,0.552,0.643,0.783,-0.037
1354,F,48,1,lower,TRUE,Felicitas Cruz,informal_worker,,resC,market,5277.14,151.79,64.13,Increase household income | Protect family welfare | Improve social standing,0.662,0.364,0.138,0.67,0.388,0.723,-0.066
1355,M,59,2,lower,TRUE,Ulysses Soriano,informal_worker,,resC,market,7018.42,184.57,58.27,Increase household income | Protect family welfare | Improve social standing,0.393,0.479,0.714,0.401,0.621,0.751,0.171
1356,F,49,2,lower,TRUE,Felicitas Co,informal_worker,,resC,market,7511.03,156.07,52.97,Increase household income | Protect family welfare | Improve social standing,0.484,0.32,0.293,0.478,0.766,0.443,-0.049
1357,M,26,2,lower,TRUE,Renato Mercado,informal_worker,,resC,market,14469.22,243.07,56.2,Increase household income | Protect family welfare | Improve social standing,0.502,0.422,0.428,0.492,0.421,0.498,0.062
1358,F,24,2,lower,TRUE,Herminia Guevarra,informal_worker,,resC,market,10014.18,126.36,72.06,Increase household income | Protect family welfare | Improve social standing,0.579,0.69,0.704,0.253,0.167,0.631,-0.021
1359,F,52,1,lower,TRUE,Cely Macaraeg,informal_worker,,resC,market,9360.54,115.4,47.35,Increase household income | Protect family welfare | Improve social standing,0.195,0.507,0.352,0.478,0.438,0.541,0.051
1360,M,24,2,lower,TRUE,Zaldy Macaraeg,informal_worker,,resC,market,4438.28,142.05,40.79,Increase household income | Protect family welfare | Improve social standing,0.512,0.938,0.314,0.51,0.448,0.88,0.138
1361,M,64,2,lower,TRUE,Pedro Mabini,informal_worker,,resC,market,11286.74,147.98,61.98,Increase household income | Protect family welfare | Improve social standing,0.625,0.538,0.353,0.442,0.409,0.598,0.097
1362,M,54,2,lower,TRUE,Pablo Gonzales,informal_worker,,resC,market,10283.9,176.19,48.7,Increase household income | Protect family welfare | Improve social standing,0.467,0.571,0.304,0.653,0.642,0.686,0.157
1363,M,20,2,lower,TRUE,Quirino Garcia,informal_worker,,resC,market,4493.32,178.19,67.92,Increase household income | Protect family welfare | Improve social standing,0.421,0.396,0.674,0.666,0.551,0.564,0.157
1364,F,26,2,lower,TRUE,Cely Mendoza,informal_worker,,resC,market,8280.3,100.24,57.37,Increase household income | Protect family welfare | Improve social standing,0.592,0.413,0.478,0.4,0.625,0.608,0.014
1365,F,23,2,lower,TRUE,Natividad Valdez,informal_worker,,resC,market,6559.67,136.45,61.93,Increase household income | Protect family welfare | Improve social standing,0.434,0.333,0.342,0.386,0.528,0.658,0.063
1366,F,36,1,lower,TRUE,Violeta Jacinto,informal_worker,,resC,market,7434.48,176.6,67.64,Increase household income | Protect family welfare | Improve social standing,0.468,0.445,0.425,0.628,0.359,0.69,-0.065
1367,F,19,1,lower,TRUE,Remedios Aguilar,student,,resB,school,5578.12,0,60.81,Finish school year | Qualify for scholarship,0.333,0.356,0.724,0.22,0.407,0.617,0.199
1368,F,16,2,lower,TRUE,Remedios Mercado,student,,resB,school,4772.78,0,43.67,Finish school year | Qualify for scholarship,0.449,0.675,0.467,0.58,0.713,0.698,0.2
1369,F,12,1,lower,TRUE,Ligaya Flores,student,,resB,school,5459.18,0,59.61,Finish school year | Qualify for scholarship,0.648,0.347,0.464,0.768,0.64,0.639,-0.1
1370,M,24,3,lower,TRUE,Isidro Cruz,student,,resB,school,4954.29,0,44.06,Finish school year | Qualify for scholarship,0.398,0.509,0.747,0.721,0.582,0.516,0.126
1371,M,24,2,lower,TRUE,Gregorio Domingo,student,,resB,school,6722.96,0,61.93,Finish school year | Qualify for scholarship,0.325,0.411,0.718,0.549,0.484,0.851,0.108
1372,F,23,4,lower,TRUE,Corazon Salazar,student,,resB,school,5025.68,0,69.95,Finish school year | Qualify for scholarship,0.211,0.432,0.716,0.433,0.529,0.298,-0.029
1373,F,7,2,lower,TRUE,Ofelia Mendoza,student,,resB,school,4530.19,0,43.7,Finish school year | Qualify for scholarship,0.584,0.582,0.621,0.703,0.331,0.687,0.015
1374,M,18,3,lower,TRUE,Rolando Valdez,student,,resB,school,4454.66,0,57.92,Finish school year | Qualify for scholarship,0.287,0.363,0.695,0.396,0.547,0.762,0.12
1375,F,6,2,lower,TRUE,Daisy Gonzales,student,,resB,school,5866.03,0,57.94,Finish school year | Qualify for scholarship,0.614,0.51,0.552,0.519,0.831,0.626,0.091
1376,M,17,4,lower,TRUE,Zaldy Gonzales,student,,resB,school,6143.93,0,48.14,Finish school year | Qualify for scholarship,0.39,0.585,0.643,0.114,0.55,0.574,-0.075
1377,F,13,1,lower,TRUE,Nena Bonifacio,student,,resB,school,5422.25,0,59.78,Finish school year | Qualify for scholarship,0.752,0.512,0.597,0.521,0.416,0.387,-0.052
1378,F,10,4,lower,TRUE,Ligaya Macaraeg,student,,resB,school,3922.98,0,60.56,Finish school year | Qualify for scholarship,0.294,0.522,0.723,0.624,0.654,0.797,0.121
1379,M,11,4,lower,TRUE,Tony Bautista,student,,resB,school,5066.16,0,69.13,Finish school year | Qualify for scholarship,0.42,0.553,0.225,0.833,0.646,0.377,0.108
1380,F,11,1,lower,TRUE,Dolores Santos,student,,resB,school,4763.86,0,40.42,Finish school year | Qualify for scholarship,0.295,0.456,0.675,0.528,0.432,0.589,0.064
1381,M,6,3,lower,TRUE,Zaldy Magno,student,,resB,school,5855.23,0,54.32,Finish school year | Qualify for scholarship,0.633,0.527,0.589,0.356,0.578,0.373,0.063
1382,M,12,1,lower,TRUE,Yohan Villanueva,student,,resB,school,5224.21,0,56.15,Finish school year | Qualify for scholarship,0.471,0.477,0.642,0.563,0.366,0.832,0.085
1383,M,14,3,lower,TRUE,Noel Ocampo,student,,resB,school,6092.04,0,57.35,Finish school year | Qualify for scholarship,0.539,0.561,0.408,0.463,0.673,0.646,-0.044
1384,M,10,2,lower,TRUE,Pablo Dizon,student,,resB,school,4889.17,0,48.99,Finish school year | Qualify for scholarship,0.645,0,0.62,0.558,0.638,0.238,-0.027
1385,M,10,1,lower,TRUE,Diosdado Soriano,student,,resB,school,5390.33,0,71.9,Finish school year | Qualify for scholarship,0.716,0.229,0.646,0.604,0.626,0.683,-0.019
1386,M,13,2,lower,TRUE,Rolando Ocampo,student,,resB,school,5164.72,0,62.45,Finish school year | Qualify for scholarship,0.405,0.763,0.6,0.337,0.588,0.788,0.006
1387,F,9,4,lower,TRUE,Ana Gonzales,student,,resB,school,6620.34,0,68.95,Finish school year | Qualify for scholarship,0.648,0.58,0.65,0.282,0.894,0.66,0.008
1388,F,23,4,lower,TRUE,Ligaya Magno,student,,resB,school,6522.09,0,58.92,Finish school year | Qualify for scholarship,0.654,0.621,0.837,0.739,0.17,0.522,0.021
1389,F,20,3,lower,TRUE,Rosa Domingo,student,,resB,school,4747.19,0,40.34,Finish school year | Qualify for scholarship,0.251,0.409,0.701,0.402,0.408,0.649,0.058
1390,F,15,1,lower,TRUE,Nena Pascual,student,,resB,school,5813.03,0,69.62,Finish school year | Qualify for scholarship,0.499,0.339,0.324,0.157,0.571,0.589,-0.061
1391,F,13,3,lower,TRUE,Daisy Soriano,student,,resB,school,2999.15,0,61.89,Finish school year | Qualify for scholarship,0.282,0.395,0.275,0.449,0.819,0.348,0.15
1392,M,11,1,lower,TRUE,Fernando Aquino,student,,resB,school,6003.52,0,49.6,Finish school year | Qualify for scholarship,0.381,0.493,0.59,0.486,0.559,0.689,-0.044
1393,M,23,4,lower,TRUE,Lando Dizon,student,,resB,school,5683.15,0,47.62,Finish school year | Qualify for scholarship,0.493,0.326,0.629,0.468,0.822,0.63,-0.082
1394,F,9,4,lower,TRUE,Maria Cruz,student,,resB,school,3305.3,0,59.88,Finish school year | Qualify for scholarship,0.481,0.02,0.357,0.558,0.491,0.592,-0.073
1395,F,7,4,lower,TRUE,Maria Mercado,student,,resB,school,5142.22,0,47.05,Finish school year | Qualify for scholarship,0.241,0.358,0.712,0.607,0.495,0.514,0.037
1396,M,7,1,lower,TRUE,Ernesto Tolentino,student,,resB,school,5887.7,0,75,Finish school year | Qualify for scholarship,0.538,0.369,0.272,0.422,0.756,0.745,0.017
1397,F,8,3,lower,TRUE,Ligaya Sy,student,,resB,school,5397.04,0,43.36,Finish school year | Qualify for scholarship,0.273,0.478,0.55,0.575,0.734,0.763,0.165
1398,F,13,3,lower,TRUE,Wilhelmina Ocampo,student,,resB,school,4880.9,0,40.42,Finish school year | Qualify for scholarship,0.247,0.498,0.675,0.47,0.596,0.583,0.009
1399,M,9,1,lower,TRUE,Bernardo Gonzales,student,,resB,school,4432.11,0,55.12,Finish school year | Qualify for scholarship,0.63,0.525,0.742,0.429,0.5,0.798,-0.056
1400,F,15,1,lower,TRUE,Dolores Pascual,student,,resB,school,4784.16,0,44.82,Finish school year | Qualify for scholarship,0.477,0.714,0.632,0.508,0.541,0.273,-0.033
1401,M,19,3,lower,TRUE,Fernando Torres,student,,resB,school,5471.84,0,71.95,Finish school year | Qualify for scholarship,0.617,0.643,0.493,0.5,0.49,0.733,0.091
1402,M,19,1,lower,TRUE,Gregorio Rizal,student,,resB,school,4490.37,0,64.54,Finish school year | Qualify for scholarship,0.408,0.637,0.614,0.503,0.157,0.279,-0.068
1403,F,19,1,lower,TRUE,Nena Dela Cruz,student,,resB,school,6095.77,0,46.05,Finish school year | Qualify for scholarship,0.636,0.478,0.771,0.525,0.558,0.554,-0.083
